町丁目,総世帯数,総人口,総男,総女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女
善福寺四丁目,1045,2322,1122,1200,8,7,8,8,6,5,10,8,6,13,6,13,14,10,16,5,7,8,13,15,9,3,9,13,13,11,8,10,16,15,18,16,16,15,9,10,18,9,12,16,14,6,13,13,15,12,16,8,9,9,8,12,8,5,8,16,11,9,8,9,9,8,10,8,13,11,12,7,14,18,14,8,10,10,17,14,12,17,12,14,14,17,12,15,16,14,9,19,25,20,22,22,19,19,20,24,21,15,17,20,16,25,19,26,17,19,16,22,22,22,22,17,23,10,17,25,16,13,12,19,10,15,13,15,12,11,11,15,9,14,16,13,21,14,9,7,9,16,10,11,11,10,14,10,10,17,9,15,21,14,10,16,8,9,12,11,7,18,11,11,9,11,11,15,8,9,6,8,5,6,9,8,7,14,3,4,5,14,3,7,3,6,2,4,6,5,1,2,0,3,0,5,1,7,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松庵一丁目,1815,3651,1691,1960,11,13,9,14,13,9,16,12,18,19,18,10,15,15,7,16,20,20,15,14,13,12,14,19,16,17,10,20,12,16,19,15,13,12,9,6,18,18,18,16,14,23,15,16,22,21,24,24,19,26,15,24,23,17,17,30,19,25,13,21,22,25,26,24,16,28,16,22,30,27,25,25,23,24,24,18,34,23,21,17,24,24,16,30,22,36,24,32,28,26,35,36,26,30,27,26,26,43,29,38,26,46,37,27,23,34,35,39,19,24,44,26,21,30,30,27,28,30,19,30,28,25,22,26,18,20,21,12,22,21,15,30,14,19,21,15,17,16,11,21,16,20,14,18,16,20,17,23,18,27,18,17,20,20,10,12,16,20,10,15,7,18,12,16,9,11,9,9,11,15,9,17,12,9,6,10,13,8,2,8,4,13,5,7,2,5,1,7,0,5,1,6,1,5,1,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松庵二丁目,1411,2641,1216,1425,5,6,6,6,5,5,7,14,7,10,12,6,14,12,6,7,15,9,7,8,11,10,9,17,15,8,13,6,10,11,12,7,13,10,15,9,4,14,10,6,7,17,20,17,21,19,18,16,18,26,17,16,24,21,19,24,19,18,19,14,20,17,15,20,14,23,13,21,13,21,13,21,16,17,17,16,12,24,11,16,19,19,18,14,17,14,12,21,20,28,21,18,17,23,17,23,24,32,15,29,14,24,25,29,20,29,22,29,25,30,27,32,17,19,19,22,22,16,19,14,18,19,14,13,17,14,15,12,9,16,14,13,15,13,12,10,9,9,5,10,6,7,11,11,15,8,14,15,9,13,14,22,9,9,5,15,7,11,9,15,9,11,11,3,6,15,7,8,4,10,3,13,9,10,10,8,2,12,2,3,4,5,3,14,2,6,2,8,1,7,0,0,2,1,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松庵三丁目,2656,4315,1996,2319,19,11,15,14,20,14,8,10,13,12,10,15,10,18,15,10,9,9,10,10,12,12,14,11,9,17,13,8,13,9,17,13,5,18,13,10,13,18,11,14,19,16,18,19,27,42,31,26,35,32,28,31,42,52,27,40,35,43,28,48,33,47,34,32,26,35,33,34,28,33,39,28,33,41,29,38,26,34,37,36,25,30,30,35,38,35,29,36,34,32,37,41,35,42,31,35,43,37,30,49,42,41,33,46,21,40,34,35,44,49,39,30,27,30,34,32,26,27,23,28,33,20,23,18,19,35,22,25,12,16,21,18,16,15,16,15,14,19,22,25,16,21,17,15,20,22,28,25,18,35,22,33,10,12,10,21,15,20,21,18,15,22,16,15,8,17,8,17,13,14,8,13,8,14,9,9,7,7,3,10,4,16,4,5,1,9,4,9,1,7,0,2,0,4,0,3,0,1,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宮前一丁目,956,1757,838,919,6,4,7,3,4,8,9,4,8,7,3,6,3,4,7,6,9,8,6,7,6,9,10,8,4,7,11,4,6,6,10,4,8,5,4,6,9,5,1,7,10,7,15,8,10,10,13,16,19,10,21,8,18,13,16,9,8,12,10,11,10,14,11,11,8,13,12,14,12,16,10,12,10,17,10,14,8,17,13,6,8,10,17,12,16,14,11,17,10,14,11,14,13,13,20,13,13,10,9,18,7,17,9,18,16,13,12,11,13,16,10,13,14,11,13,12,10,11,10,16,8,11,7,10,14,10,12,12,7,11,8,7,6,11,10,10,12,10,15,11,6,11,15,9,4,11,9,13,5,16,9,11,6,6,7,11,5,10,7,5,8,4,4,8,5,7,9,8,3,4,5,7,4,4,2,9,1,1,1,5,2,5,0,4,1,4,0,3,2,4,1,4,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宮前二丁目,1669,3612,1738,1874,13,14,21,12,19,15,19,14,13,21,18,18,13,26,21,6,20,16,15,23,19,15,15,19,14,14,11,23,9,16,19,24,17,10,17,13,21,16,18,12,15,17,17,23,20,20,26,19,28,25,13,22,17,21,23,26,20,25,13,15,23,26,21,18,19,22,19,34,18,20,22,21,28,18,21,25,25,24,20,22,23,31,21,21,32,29,20,31,25,16,28,32,24,24,19,29,33,27,35,23,22,34,35,32,19,23,27,32,22,23,15,31,31,28,39,41,37,28,26,27,25,30,22,22,31,21,15,24,22,24,20,8,27,17,11,25,23,22,16,27,21,18,16,19,21,14,18,23,21,26,31,20,7,10,11,9,9,12,15,16,11,15,10,14,6,16,10,15,9,12,6,12,3,7,4,7,7,12,2,4,1,9,3,6,3,5,2,5,3,7,1,4,2,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宮前三丁目,2591,5171,2537,2634,18,20,23,17,17,24,21,22,37,22,22,16,21,21,34,29,27,31,27,23,32,24,25,24,17,30,25,19,33,21,29,16,20,21,30,18,28,17,30,11,18,26,19,15,30,22,20,27,27,26,27,34,17,39,32,28,34,29,39,26,30,32,33,22,36,30,43,38,33,39,32,30,32,43,41,36,47,44,31,56,44,32,34,41,36,34,28,40,45,37,46,44,39,43,41,45,43,44,50,29,48,50,37,40,35,35,50,47,45,34,37,30,33,34,37,38,34,32,29,38,26,29,23,27,25,30,29,36,24,24,22,25,14,27,25,29,23,21,23,29,22,21,26,22,19,30,31,25,29,36,24,29,15,24,21,22,15,21,24,26,17,15,17,31,12,24,11,19,13,24,15,21,10,17,7,21,13,22,10,12,8,11,6,9,2,9,1,6,2,7,0,3,3,7,1,1,0,2,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宮前四丁目,2311,4578,2199,2379,13,10,15,17,14,8,16,14,22,19,22,14,19,10,22,23,21,12,12,32,14,17,27,24,21,22,17,16,15,25,23,25,26,28,27,15,18,26,35,19,27,23,16,23,32,30,26,28,35,47,41,30,35,32,20,33,23,33,17,20,21,21,27,25,24,24,27,26,30,27,30,36,21,27,30,30,23,37,35,34,31,14,28,31,24,50,18,28,32,37,33,38,48,39,49,45,36,43,44,40,46,47,34,33,34,37,40,50,35,48,39,35,33,24,39,32,42,39,32,32,29,24,25,22,24,26,24,24,21,31,24,23,17,14,24,17,18,20,18,19,15,21,20,14,12,28,21,25,23,21,23,25,13,12,17,17,13,22,21,27,14,27,15,16,14,21,16,18,19,16,6,19,13,17,7,11,8,18,4,19,4,15,6,7,7,7,4,10,2,5,0,1,0,4,2,2,0,1,0,1,0,2,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宮前五丁目,2006,3956,1892,2064,11,8,8,18,12,11,13,14,16,12,11,22,13,18,22,14,17,18,15,19,22,24,17,25,15,19,17,21,14,22,20,18,14,16,18,10,12,22,14,23,16,10,20,17,27,22,37,31,26,24,32,27,32,27,25,39,21,43,39,24,18,26,24,31,18,17,36,20,25,29,25,23,25,17,25,26,19,28,28,33,35,28,27,26,27,22,32,35,32,42,28,31,29,26,30,40,21,30,35,42,25,31,33,44,29,31,40,45,32,43,47,36,34,25,39,29,34,31,30,27,14,32,25,22,26,18,18,9,22,17,16,19,14,20,21,21,19,15,19,22,20,14,9,18,22,15,14,18,16,20,15,16,9,12,16,16,14,9,9,11,9,22,10,11,10,19,8,10,10,15,10,15,6,10,7,9,5,14,4,11,5,11,2,8,2,6,4,8,2,5,0,5,1,4,0,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
久我山一丁目,890,1552,723,829,2,2,5,5,10,5,7,4,8,3,6,5,7,2,4,2,8,4,5,3,6,2,7,10,7,6,5,7,6,3,2,1,4,5,3,4,6,9,5,7,9,7,6,8,7,8,7,5,9,7,12,5,4,6,5,5,4,4,8,3,7,10,9,5,5,6,6,5,9,7,3,6,8,5,5,8,6,9,8,5,5,6,11,14,7,10,7,8,11,11,9,8,8,8,8,18,14,19,14,5,15,18,11,16,11,7,14,11,7,15,10,15,15,10,12,14,8,9,12,10,11,17,6,9,5,13,18,12,7,15,9,9,9,3,6,7,7,11,9,11,12,13,5,12,10,8,14,21,15,18,11,11,9,9,4,8,11,14,13,12,9,12,5,22,5,12,10,9,6,11,3,10,6,16,4,14,4,4,6,5,3,10,2,8,5,5,0,4,2,1,2,2,1,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
久我山二丁目,1377,2601,1205,1396,12,15,9,8,7,8,12,11,13,7,7,9,13,12,10,10,13,8,18,7,12,6,17,12,13,7,11,12,7,13,11,9,13,8,10,15,7,5,12,12,11,10,5,11,11,14,14,17,9,18,12,22,15,13,15,23,16,18,22,19,11,20,19,25,15,17,12,24,13,12,18,21,18,15,13,18,13,14,23,29,15,13,16,24,17,14,13,21,23,13,24,28,18,16,19,16,18,28,22,14,23,24,16,14,18,21,18,20,18,25,24,23,16,14,15,25,10,19,15,15,17,11,11,12,11,14,17,15,9,22,15,9,9,13,14,20,9,9,14,11,14,19,9,16,8,15,19,19,12,30,16,21,12,9,13,10,12,10,8,18,10,18,16,16,11,12,6,7,7,10,5,7,6,8,5,8,2,11,4,8,4,11,1,3,2,10,3,3,0,10,1,1,1,3,2,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
久我山三丁目,3031,5306,2441,2865,17,16,16,20,15,16,15,11,16,19,10,17,20,18,14,14,20,14,26,14,14,14,19,16,20,15,21,13,12,27,15,15,9,16,13,18,12,12,12,14,21,27,18,26,27,42,40,54,44,46,40,35,44,46,35,58,40,50,42,48,43,45,35,47,41,37,41,46,30,39,23,50,30,46,38,47,36,34,32,29,42,25,45,34,32,36,35,34,47,44,31,41,37,42,37,31,39,48,46,42,36,47,42,40,40,47,36,54,31,35,36,40,26,30,38,54,36,42,34,33,26,35,33,37,32,28,29,28,23,17,18,28,26,28,25,33,27,32,22,23,20,35,30,24,30,23,34,45,29,31,23,28,18,24,18,31,15,29,24,23,21,26,20,25,18,20,17,20,10,31,14,24,13,21,12,28,6,13,11,16,10,20,4,10,4,7,2,8,5,9,6,11,3,6,1,6,0,2,0,2,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
久我山四丁目,2670,5196,2397,2799,15,14,10,8,19,17,9,10,10,10,19,15,19,22,15,23,13,22,37,18,11,27,22,24,24,19,27,17,19,27,21,30,26,24,20,24,21,23,27,27,43,24,32,27,36,41,27,40,37,36,29,50,36,46,35,40,41,41,34,30,23,28,29,35,27,39,15,34,25,30,21,35,26,36,26,23,41,34,23,33,27,41,27,39,45,34,36,35,35,35,48,51,34,40,33,39,33,47,31,41,41,55,34,41,33,53,48,40,45,46,37,45,34,42,38,41,23,43,46,33,35,28,35,35,30,22,29,33,25,26,27,38,27,23,23,31,23,26,23,29,36,25,23,39,33,27,29,36,30,32,31,37,10,18,22,21,15,33,21,19,17,27,20,26,19,29,9,13,11,17,12,20,8,19,17,17,7,13,5,16,5,13,4,9,7,11,4,11,0,7,3,4,0,8,3,4,0,6,0,2,1,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
久我山五丁目,2968,5490,2520,2970,24,15,26,21,21,22,23,24,19,22,17,29,15,20,24,24,25,22,19,12,14,13,18,13,21,19,28,17,21,16,23,29,17,17,17,17,25,16,30,26,25,21,17,31,32,30,21,40,25,44,33,41,31,53,44,32,48,50,29,45,43,42,36,42,42,40,37,41,34,47,33,43,47,57,56,52,26,44,29,41,37,44,35,40,35,31,40,46,35,39,34,51,36,42,44,48,46,54,40,44,40,59,41,47,38,56,33,39,47,41,36,40,50,34,43,51,40,40,37,41,30,34,27,34,26,35,27,38,31,28,18,22,17,36,33,24,22,31,20,26,27,27,26,24,26,28,27,40,41,35,31,34,20,14,9,24,21,26,13,25,12,36,11,19,18,23,8,13,7,19,10,18,12,24,9,14,10,11,9,10,2,23,5,10,2,13,4,10,2,11,3,5,0,2,1,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高井戸東一丁目,1840,3889,1823,2066,13,14,12,12,13,9,15,11,11,9,16,18,17,13,19,11,17,10,12,13,23,12,18,14,22,18,25,14,16,19,15,14,17,16,13,19,18,16,14,19,17,16,14,18,20,13,18,14,17,12,16,20,15,19,15,11,16,15,20,23,14,15,18,12,11,18,17,24,20,18,18,12,10,18,15,12,15,24,18,19,20,22,14,24,21,23,18,31,25,31,16,24,31,39,32,29,28,33,32,37,30,34,25,34,30,37,25,37,27,39,37,41,15,38,40,40,28,37,41,32,26,24,25,36,33,30,35,30,23,30,26,33,24,32,21,15,31,21,28,24,16,27,21,38,20,28,20,31,25,27,31,33,18,19,18,28,10,28,15,17,22,29,18,22,19,30,18,19,16,18,13,14,14,14,10,11,9,11,5,15,6,12,8,8,1,12,4,1,2,4,2,4,2,5,0,1,2,4,0,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高井戸東二丁目,2137,3851,1809,2042,16,17,15,7,16,13,18,15,19,7,14,16,17,17,9,13,14,17,15,13,16,15,21,18,11,15,20,14,18,16,19,17,10,17,16,18,19,16,12,14,20,16,24,26,26,31,32,38,24,41,28,39,24,31,22,38,43,34,16,27,25,34,17,27,30,38,23,25,20,28,29,33,26,28,40,30,31,37,21,35,26,16,19,16,29,31,26,26,26,24,16,26,29,33,26,34,31,31,36,38,30,29,28,27,34,36,23,19,31,32,25,29,25,21,23,21,26,34,19,20,22,22,15,22,22,19,23,21,26,38,16,22,20,18,34,20,15,16,14,20,19,11,20,23,17,20,12,22,12,18,25,24,12,13,10,13,12,24,14,12,9,10,7,18,8,13,7,12,9,19,8,8,4,10,8,10,3,5,4,12,0,12,6,8,3,8,2,8,1,2,3,2,0,5,1,3,0,0,1,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高井戸東三丁目,3793,7430,3448,3982,35,38,34,29,45,43,39,36,27,35,33,40,45,35,45,22,26,43,31,27,37,31,32,35,26,29,30,31,21,29,23,20,32,20,17,21,26,32,31,32,27,36,31,29,37,41,44,40,35,55,35,50,39,57,37,63,43,44,37,52,47,58,43,61,48,46,54,45,48,49,54,56,47,62,53,57,39,67,55,62,69,61,51,55,60,66,56,66,45,54,62,61,59,77,70,66,64,70,60,60,69,70,56,56,58,73,56,68,54,48,53,58,45,54,54,70,64,53,42,49,47,52,37,53,46,37,40,51,46,29,27,42,36,46,40,36,33,33,37,28,27,48,31,50,33,30,44,52,30,41,30,49,24,24,12,33,23,33,28,32,10,27,17,20,21,22,21,10,10,22,12,23,13,20,11,20,7,9,4,16,2,22,2,17,5,9,0,14,2,8,0,9,2,6,2,5,1,4,0,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高井戸東四丁目,2559,4793,2260,2533,16,11,13,14,25,20,19,13,16,10,25,22,25,24,14,24,23,18,23,19,27,18,12,18,18,15,19,22,18,21,14,16,26,16,16,21,23,21,15,19,24,28,15,20,40,33,26,33,23,38,35,40,29,35,27,27,34,18,27,33,30,34,25,35,28,28,29,30,20,33,29,28,30,29,38,37,22,41,49,40,38,32,35,31,32,29,25,38,41,44,38,44,45,38,26,38,40,32,38,31,33,48,43,38,32,27,30,34,26,43,35,46,28,33,32,35,35,30,30,39,21,27,18,23,36,29,24,28,23,24,28,28,33,27,25,32,15,24,21,17,29,21,24,24,25,21,27,28,22,26,25,33,14,20,10,27,18,22,15,19,14,28,11,27,17,21,11,22,18,16,10,30,12,16,8,14,9,21,11,15,6,18,6,6,5,15,6,14,2,8,2,10,3,5,5,7,1,2,1,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高井戸西一丁目,3522,5586,2346,3240,15,14,18,19,16,15,25,18,17,21,20,12,10,12,16,17,24,17,22,19,10,15,18,15,10,22,15,20,23,18,13,9,14,8,13,21,12,17,17,19,18,17,18,23,28,30,26,24,31,31,23,34,43,37,38,32,31,43,29,34,24,35,24,36,23,26,32,26,30,35,35,22,26,25,28,28,25,33,41,27,38,28,34,27,22,32,29,41,30,32,29,38,27,29,36,31,31,29,29,39,37,38,28,45,26,36,35,36,27,19,26,33,21,22,35,49,33,30,26,33,32,30,22,17,21,26,25,20,28,29,26,25,24,20,27,25,31,40,22,31,27,33,19,38,31,42,25,50,33,53,44,52,16,30,26,35,37,54,34,46,35,59,24,59,29,59,22,58,19,60,29,63,23,75,17,53,12,63,16,43,23,54,12,50,11,42,6,46,6,47,7,27,3,27,0,15,0,10,0,12,1,10,0,7,1,4,0,4,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高井戸西二丁目,1565,3122,1409,1713,13,9,8,12,7,8,6,9,19,20,15,10,15,12,16,15,14,15,13,15,15,17,21,14,14,9,9,17,9,16,7,12,12,12,12,13,11,19,12,26,15,20,10,22,12,15,8,21,18,18,22,19,14,16,14,12,16,17,20,28,15,20,8,23,20,22,20,21,22,18,20,22,23,20,21,29,20,18,24,26,17,22,24,20,25,23,28,29,21,27,21,24,22,24,16,33,24,30,25,23,25,25,17,36,25,28,27,29,27,23,27,14,14,17,26,29,16,32,28,18,13,19,12,17,19,20,24,15,18,18,7,18,17,15,19,17,19,19,15,26,12,18,10,23,15,15,25,23,15,20,18,19,13,16,9,23,13,14,7,24,8,18,5,10,6,7,6,10,3,15,8,10,4,11,7,14,5,5,3,6,3,13,0,3,4,2,1,3,0,2,0,2,1,6,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高井戸西三丁目,1352,2716,1330,1386,18,5,10,7,16,12,8,11,7,9,14,16,12,16,17,9,17,12,13,12,17,15,15,7,13,9,14,10,15,4,12,5,10,9,9,10,15,11,20,12,25,5,24,18,28,15,16,15,23,23,29,22,18,15,12,16,14,15,25,16,11,13,10,15,17,16,14,23,15,12,14,24,19,24,25,24,19,25,21,17,22,24,15,18,16,21,19,21,20,24,22,19,22,22,15,21,23,30,21,21,22,24,19,33,24,17,24,21,24,17,23,25,11,23,21,15,19,21,17,22,9,12,11,18,11,18,5,17,21,14,11,11,12,8,7,12,11,13,11,8,13,10,10,13,11,19,15,19,15,15,12,15,8,7,2,13,6,23,13,10,10,10,10,16,7,6,4,14,1,11,7,2,7,4,6,13,3,5,2,5,2,5,3,5,0,4,2,5,0,3,0,4,0,1,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
上高井戸一丁目,4079,6351,2884,3467,24,24,26,20,19,26,13,22,27,23,17,15,15,12,17,15,18,14,15,10,19,16,8,15,13,17,15,15,10,20,16,17,12,15,12,17,18,30,23,40,37,33,41,40,48,59,63,86,57,68,59,95,74,81,55,94,67,105,57,74,46,71,51,69,47,65,66,51,56,62,39,63,49,72,60,45,49,55,49,44,35,57,45,43,48,43,42,52,41,46,48,54,37,54,48,53,40,54,48,58,40,60,44,61,49,63,45,49,45,42,48,47,35,36,49,41,46,39,37,32,41,39,27,31,31,31,21,32,27,22,22,23,18,26,26,26,22,21,23,21,21,28,36,24,21,36,29,33,31,33,25,38,16,15,12,23,18,22,14,34,15,20,19,26,16,18,12,17,8,15,11,17,8,18,5,13,7,15,6,11,7,8,1,8,2,7,3,3,1,6,1,2,1,3,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
上高井戸二丁目,1775,3554,1673,1881,16,19,23,14,13,19,25,21,15,15,23,20,17,13,20,15,15,16,9,15,9,13,12,18,17,20,15,14,18,11,12,13,10,11,18,8,17,14,16,13,12,18,14,28,19,22,17,28,28,24,23,28,21,27,22,25,17,27,19,29,22,30,27,22,20,27,32,21,25,30,22,19,24,25,21,29,31,36,34,34,22,24,32,26,29,26,23,29,24,34,32,19,17,28,24,21,20,42,26,37,42,35,35,26,15,32,29,33,28,19,18,25,29,17,35,18,25,26,21,23,20,21,15,14,20,20,22,16,14,12,13,12,17,13,13,20,10,20,7,12,18,14,16,14,16,23,14,16,16,19,11,11,9,20,14,12,17,16,11,14,13,19,15,13,4,17,8,13,4,13,7,8,5,16,4,22,4,13,6,10,6,4,2,9,3,6,2,7,1,5,0,3,0,5,0,3,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
上高井戸三丁目,1268,2169,1088,1081,12,8,7,4,8,6,3,7,9,8,7,7,6,6,9,9,9,7,10,6,4,9,5,8,6,7,14,7,7,8,5,7,13,10,7,6,9,12,13,6,9,10,14,20,15,21,26,27,18,26,24,27,25,22,22,22,25,27,21,19,27,16,20,11,28,21,9,18,18,12,10,12,18,21,32,14,23,21,22,11,13,12,11,17,13,17,14,21,19,16,24,14,18,18,10,15,18,19,15,15,18,11,13,14,19,13,10,20,18,21,20,10,14,16,17,20,11,12,21,7,11,15,17,14,11,15,7,6,9,10,8,7,5,9,8,7,6,7,14,11,7,9,7,10,9,6,5,6,10,15,12,12,6,7,3,4,8,7,5,7,5,6,7,4,3,8,2,5,5,4,1,5,2,4,1,2,3,4,0,6,1,3,4,3,0,0,1,4,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0